subject_id,year_in_study,record_date,height,height_units,weight,weight_units,temperature,pulse,respiratory_rate,respiratory_rate_category,appetite,attitude,purina_body_condition_score,body_fat_index,feces,feces_abnormal_specify,urination,urination_abnormal_specify,capillary_refill,capillary_refill_not_evaluated,hydration_status,dehydrated_percent,overhydrated_percent,mucous_membrane_not_evaluated,mucous_membrane_normal,mucous_membrane_pale,mucous_membrane_injected,mucous_membrane_icteric,mucous_membrane_petechiae,mucous_membrane_cyanotic
grls00NB23WW,1.0,2015-01,22.05,in,55.0,lb,100.9,96,32.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls00NB23WW,2.0,2016-02,21.5,in,66.0,lb,100.1,102,24.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,0.0,2014-08,21.5,in,74.0,lb,101.1,128,20.0,Breaths/minute,Normal,Normal,,40,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,1.0,2015-08,22.0,in,73.3,lb,100.8,90,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,2.0,2016-09,22.0,in,68.0,lb,101.5,110,20.0,Breaths/minute,Normal,Normal,,,Normal,,Abnormal,submissive urination,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,3.0,2017-08,23.4,in,73.5,lb,102.0,120,20.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,4.0,2018-08,24.0,in,75.4,lb,102.8,90,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,5.0,2019-08,21.5,in,77.8,lb,102.4,80,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,6.0,2020-09,,,34.25,lb,102,66,8,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01C2L8RR,7.0,2021-08,,,34.11,lb,103,100,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,0.0,2013-10,25.59,in,59.8,lb,99.6,120,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,1.0,2014-09,23.62,in,77.5,lb,102.0,110,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,2.0,2015-10,23.0,in,67.4,lb,99.4,130,30.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,3.0,2016-10,23.75,in,57.0,lb,101.6,130,30.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,4.0,2017-11,22.5,in,58.1,lb,100.6,110,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,5.0,2018-10,23.25,in,57.8,lb,101.1,130,30.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,6.0,2019-10,23.5,in,79.0,lb,101.1,120,30.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,7.0,2020-11,,,32.61,lb,99,130,30,Breaths/minute,Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01LNL888,8.0,2021-09,,,34.88,lb,101.4,150,30,Breaths/minute,Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,0.0,2015-01,25.2,in,54.01,lb,102.3,130,20.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,1.0,2016-02,,,86.0,lb,101.9,120,30.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,2.0,2017-01,,,93.0,lb,102.3,130,30.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,3.0,2018-02,,,92.8,lb,100.8,120,30.0,Breaths/minute,Normal,Normal,6.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,4.0,2019-01,,,78.6,lb,101.6,120,25.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,5.0,2020-01,,,53.4,lb,102.3,110,20.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,6.0,2021-01,,,48.85,lb,101.0,110,20,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,7.0,2022-01,,,47.17,lb,103.3,120,24,Breaths/minute,Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls01RDAKNN,8.0,2023-01,,,27.85,lb,103.6,120,20,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls020IW1ZZ,0.0,2015-01,18.0,in,63.2,lb,101.4,140,24.0,Breaths/minute,Normal,Normal,,30,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls020IW1ZZ,1.0,2016-02,,,64.0,lb,102.2,90,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls020IW1ZZ,2.0,2017-02,,,64.5,lb,101.4,110,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls020IW1ZZ,3.0,2018-03,,,65.0,lb,102.0,93,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls020IW1ZZ,4.0,2019-02,,,65.0,lb,100.8,88,24.0,Breaths/minute,Normal,Normal,8.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls020IW1ZZ,5.0,2020-02,,,66.0,lb,102.1,120,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,0.0,2013-06,23.0,in,61.5,lb,101.8,96,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,1.0,2014-10,21.5,in,118.0,lb,103.0,120,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,2.0,2015-08,23.0,in,82.1,lb,102.3,96,24.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,3.0,2016-08,24.7,in,85.4,lb,102.0,96,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,4.0,2017-08,24.5,in,87.0,lb,101.1,108,36.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,5.0,2018-08,21.0,in,92.0,lb,101.8,96,24.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,6.0,2019-09,22.0,in,85.5,lb,101.1,84,36.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,7.0,2020-07,,,38.33,lb,101.8,108,48,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls02RRJK88,8.0,2021-09,,,39.55,lb,102.2,108,36,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,0.0,2013-02,23.0,in,73.0,lb,101.3,84,37.0,Breaths/minute,Normal,Normal,,30,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,1.0,2014-02,25.5,in,69.2,lb,102.7,84,,Panting (>60 breaths/minute),Normal,Normal,,40,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,2.0,2015-02,25.0,in,72.0,lb,102.5,60,,Panting (>60 breaths/minute),Normal,Normal,,30,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,3.0,2016-02,24.0,in,63.2,lb,101.4,80,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,4.0,2017-02,21.5,in,72.2,lb,101.3,80,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,5.0,2018-02,21.5,in,73.0,lb,101.5,112,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,6.0,2019-02,24.0,in,69.6,lb,100.8,88,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,7.0,2020-02,24.5,in,68.0,lb,100.7,120,,Panting (>60 breaths/minute),Normal,Normal,6.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls02VDCV99,8.0,2021-02,,,28.58,lb,102.1,110,,Panting (>60 breaths/minute),Normal,Normal,7,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls03L3L1FF,0.0,2013-11,22.0,in,51.3,lb,102.7,126,36.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls03L3L1FF,1.0,2014-12,21.5,in,77.6,lb,101.0,126,54.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,0.0,2014-04,23.23,in,57.6,lb,102.6,100,32.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,1.0,2015-04,23.0,in,94.2,lb,104.8,110,36.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,2.0,2016-04,21.85,in,75.0,lb,103.3,80,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,3.0,2017-03,21.0,in,75.3,lb,101.9,140,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,4.0,2018-05,23.62,in,91.1,lb,102.5,140,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,5.0,2019-04,22.0,in,82.0,lb,100.5,100,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,6.0,2020-04,20.87,in,72.6,lb,101.0,140,,Panting (>60 breaths/minute),Normal,Normal,3.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03MTKHLL,7.0,2021-05,,,34.47,lb,102.8,130,,Panting (>60 breaths/minute),Normal,Normal,7,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,0.0,2014-06,21.26,in,52.0,lb,99.7,108,24.0,Breaths/minute,Normal,Normal,,50,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,1.0,2015-09,23.23,in,63.5,lb,100.5,128,20.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,2.0,2016-07,23.23,in,64.9,lb,100.6,120,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,4.0,2018-06,22.0,in,69.2,lb,100.0,128,36.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,5.0,2019-07,22.5,in,70.5,lb,102.3,84,28.0,Breaths/minute,Normal,Normal,6.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,6.0,2021-08,,,31.57,lb,102.5,110,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,7.0,2021-08,,,32.11,lb,101.5,130,,Panting (>60 breaths/minute),Normal,Normal,6,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls03UREW44,8.0,2022-08,,,31.48,lb,100.7,88,36,Breaths/minute,Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls0449M0EE,0.0,2015-01,22.0,in,74.0,lb,101.3,120,30.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,,1.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04DN2S55,0.0,2014-12,24.0,in,63.0,lb,101.6,124,37.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04DN2S55,1.0,2016-01,24.0,in,69.0,lb,101.6,144,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04DN2S55,3.0,2018-01,22.0,in,65.8,lb,101.2,104,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04DN2S55,4.0,2019-01,24.0,in,64.4,lb,100.2,108,28.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04DN2S55,7.0,2021-12,,,36.97,lb,102.2,112,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04DN2S55,8.0,2023-03,,,35.38,lb,102.1,120,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,0.0,2013-03,22.0,in,54.0,lb,102.4,112,37.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,1.0,2014-02,24.0,in,62.4,lb,102.1,102,,Panting (>60 breaths/minute),Normal,Normal,,50,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,2.0,2015-02,25.0,in,66.0,lb,101.6,100,40.0,Breaths/minute,Normal,Normal,,40,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,3.0,2016-01,23.0,in,72.4,lb,102.0,120,37.0,Breaths/minute,Normal,Normal,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,4.0,2017-02,24.5,in,71.0,lb,101.8,120,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,5.0,2018-02,23.62,in,59.8,lb,101.3,120,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,6.0,2019-01,22.05,in,57.8,lb,101.8,116,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04KX35EE,7.0,2020-01,22.44,in,62.5,lb,102.5,120,,Panting (>60 breaths/minute),Normal,Normal,7.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,0.0,2014-12,22.0,in,49.0,lb,102.2,132,37.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,1.0,2015-11,60.0,in,67.4,lb,102.1,114,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,2.0,2016-11,59.0,in,71.1,lb,101.5,120,42.0,Breaths/minute,Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,3.0,2017-12,59.0,in,68.3,lb,99.9,114,24.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,4.0,2019-01,25.0,in,72.0,lb,102.4,120,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,5.0,2019-12,57.5,in,67.4,lb,100.7,120,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,6.0,2020-12,,,28.94,lb,101.9,120,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,7.0,2021-11,,,27.22,lb,101.8,110,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls04O1IQ00,8.0,2022-11,,,27.4,lb,102.0,130,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls053MV8EE,0.0,2014-04,26.0,in,66.0,lb,102.3,126,30.0,Breaths/minute,Normal,Normal,,30,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls056TCYEE,0.0,2014-11,24.0,in,72.2,lb,101.8,108,36.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,0.0,2013-10,22.83,in,55.5,lb,101.3,88,37.0,Breaths/minute,Normal,Normal,,20,Normal,,Normal,,2.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,1.0,2014-09,23.23,in,47.8,lb,100.8,100,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,2.0,2015-10,27.5,in,72.1,lb,101.3,126,,Panting (>60 breaths/minute),Normal,Normal,,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,3.0,2016-10,26.5,in,47.4,lb,99.9,99,33.0,Breaths/minute,Normal,Normal,4.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,4.0,2017-10,26.25,in,42.4,lb,100.1,130,,Panting (>60 breaths/minute),Normal,Normal,4.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,5.0,2018-10,26.0,in,43.2,lb,100.2,82,,Panting (>60 breaths/minute),Normal,Normal,5.0,,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,6.0,2020-01,26.0,in,46.6,lb,102.4,78,,Panting (>60 breaths/minute),Normal,Agitated,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,7.0,2020-11,,,48.53,lb,101.8,72,,Panting (>60 breaths/minute),Normal,Normal,4,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls05BPCYNN,8.0,2021-10,,,45.45,lb,100.6,96,,Panting (>60 breaths/minute),Normal,Normal,5,,Normal,,Normal,,,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls06YF0BSS,0.0,2013-05,23.5,in,60.0,lb,101.3,80,16.0,Breaths/minute,Normal,Normal,,20,Normal,,Not Evaluated,,1.0,0.0,Normal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grls06YF0BSS,1.0,2014-04,22.0,in,63.5,lb,99.4,126,,Panting (>60 breaths/minute),Normal,Normal,,20,Normal,,Normal,,,1.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls06YF0BSS,2.0,2015-07,22.83,in,64.0,lb,101.2,100,,Panting (>60 breaths/minute),Normal,Normal,,30,Normal,,Normal,,2.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls06YF0BSS,3.0,2016-06,23.0,in,70.0,lb,100.3,110,35.0,Breaths/minute,Normal,Normal,4.0,,Abnormal,"soft, formed",Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grls06YF0BSS,4.0,2017-07,21.0,in,78.0,lb,99.1,100,20.0,Breaths/minute,Normal,Normal,5.0,,Normal,,Normal,,1.0,0.0,Normal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
